ObjectId,CitationNumber,OfficerBadgeNo,CitationDateTime,OffenseDateTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch
5449,CS0124124,388,2016/06/26 05:51:00+00,00/25/2016 22:51:00,CLEAR,183742,DRIVER,37,F,WHITE,W,2001,LEXUS,,PASS,,POWER INN ROAD,LEMON HILL,,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,4D
5450,CS0058009,979,2016/07/22 05:55:59+00,00/21/2016 22:56:00,CLEAR,211947,DRIVER,44,F,AFRICAN AMERICAN,B,1998,NISSAN,,PASS,,NORWOOD,HARRIS,,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,
5451,CS0164606,530,2016/05/19 17:26:59+00,00/19/2016 10:27:00,,142959,DRIVER,30,F,WHITE,W,2010,HYUNDAI,GENESIS,PASS,,FRUITRIDGE RD,STOCKTON BLVD,E,N,CITATION,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,N,,,,,,N,,,,,
5452,CS0074112,745,2016/09/13 16:21:00+00,00/13/2016 09:21:00,,266248,DRIVER,34,M,HISPANIC,W,,,NOT IN LIST,PASS,720,7TH STREETS,,,N,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),(M) POSS DANGEROUS DRUG,N,,,,,,N,2PIPES IN LF FRNT POCKET,,,,
5453,CS0067551,553,2016/03/26 08:45:59+00,00/26/2016 01:46:00,,85101,DRIVER,40,M,HISPANIC,W,,,NOT IN LIST,PASS,2730,N ST,,,N,CITATION,M,(M) POSSESS/ETC BURGLARY TOOLS,PC,466,(M) POSSESS/ETC BURGLARY TOOLS,N,,,,,,N,,,,,
5454,CS0118563,734,2016/10/09 03:49:00+00,00/08/2016 20:49:00,CLEAR,292322,DRIVER,23,M,HISPANIC,W,2001,DAEWOO,NUBIRA,PASS,,FARWEATHER DR,W EL CAMINO AVE,,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,4D
5455,CS0136061,522,2016/07/28 20:45:00+00,00/28/2016 13:45:00,,218474,DRIVER,54,F,WHITE,W,,,NOT IN LIST,PASS,10TH,STREET,STREET,,N,CITATION,I,(I) DONT WALK OR WAIT OR UPRAISED HANDPEDESTRIA,VC,21456(B),(I) DONT WALK OR WAIT OR UPRAISED HANDPEDESTRIA,N,,,,,,N,,,,,
5456,CS0142940,886,2016/06/15 20:55:59+00,00/15/2016 13:55:00,CLEAR,172329,DRIVER,37,F,MIXED RACE,U,2002,FORD,WINDSTAR,PASS,,POWER INN RD,BELVEDERE AVE,W,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,25,,,,,N,,,,,4T
5457,CS0011071,667,2016/09/09 10:44:59+00,00/09/2016 03:45:00,CLEAR,262098,DRIVER,44,M,UNKNOWN,U,2015,DODGE,CHARGER,PASS,4909,ROOSEVELT AVE,,,N,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),(M) POSS DANGEROUS DRUG,N,,,,,,N,,,,,
5458,CS0138047,842,2016/12/28 21:55:00+00,00/28/2016 13:55:00,,370489,DRIVER,29,M,AFRICAN AMERICAN,B,2003,SATURN,ION,PASS,2644,TRACTION AVE.,,S,N,CITATION,M,(M) POSS CONTROLLED SUBST,HS,11350(A),(M) POSS CONTROLLED SUBST,N,,,,,,N,,,,,4T
5459,CS0124047,388,2016/02/08 10:47:59+00,00/08/2016 02:48:00,CLEAR,37174,DRIVER,44,M,HISPANIC,W,,,NOT IN LIST,PASS,8299,FOLSOM BLVD,,,N,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),(M) POSS DANGEROUS DRUG,N,,,,,,N,,,,,
5460,CS0167250,886,2016/12/07 17:47:00+00,00/07/2016 09:47:00,CLOUDY,350512,DRIVER,41,F,MIXED RACE,U,2010,NISSAN,ROGUE,PASS,,MARYSVILLE BLVD,LOS ROBLES BLVD,S,N,CITATION,I,(I) SEND/READ/WRITE TEXT WHILE DRIVING,VC,23123.5(A),(I) SEND/READ/WRITE TEXT WHILE DRIVING,N,35,,,,,N,,,,,4T
5461,CS0015422,592,2016/04/02 05:35:59+00,00/01/2016 22:36:00,CLEAR,92379,DRIVER,25,M,WHITE,W,,,,PASS,,J ST,24TH ST,,N,CITATION,I, (I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,VC,21453(A),(I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,N,15,,,,,N,ICC ON. ID BY CDL. TOWING BICYCLE ON RD. RAN RED LIGHT,,,,
5462,CS0032037,3103,2016/02/01 19:47:59+00,00/01/2016 11:48:00,,30468,DRIVER,27,M,HISPANIC,W,,,NOT IN LIST,PASS,,ARDEN WAY,DEL PASO BLVD,,N,CITATION,I,(I) JAYWALKING BETWEEN CONTROLLED INTERSECTION,VC,21955,(I) JAYWALKING BETWEEN CONTROLLED INTERSECTION,N,,,,,,N,ANDRES CROSSED ARDEN FROM LIGHT RAIL. I WATCHED FROM ARDEN OXFORD AND STOPPED HIM ON DEL PASO BLVD. IDENTIFIED HIMSELF WITH CALIFORNIA ID CARD,,,,
5463,CS0167015,886,2016/07/20 17:07:59+00,00/20/2016 10:08:00,CLEAR,210125,DRIVER,34,M,MIXED RACE,U,2010,TOYOTA,TUNDRA,TRCK,,26TH ST,BROADWAY,E,N,CITATION,I,(I) SEND/READ/WRITE TEXT WHILE DRIVING,VC,23123.5(A),(I) SEND/READ/WRITE TEXT WHILE DRIVING,N,25,,,,,N,,,,,PK
5464,CS0094532,397,2016/07/29 07:28:59+00,00/29/2016 00:29:00,CLEAR,216576,DRIVER,23,F,AFRICAN AMERICAN,B,2001,HYUNDAI,SONATA,PASS,,47TH AVE,STOCKTON BLVD,NE,N,CITATION,I,FAIL TO YIELD RIGHT OF WAY WHEN ENTERING/XING HWY,VC,21804(A),FAIL TO YIELD RIGHT OF WAY WHEN ENTERING/XING HWY,N,10,40,,,,Y,,,Accident,,4D
5465,CS0145522,454,2016/03/02 15:11:00+00,00/02/2016 07:11:00,CLEAR,60907,DRIVER,44,M,VIETNAMESE,A,,,NOT IN LIST,PASS,400,BANNON ST,,,N,CITATION,I,(I) UNLAWFUL CAMPING-PUBLIC PROPERTY,SCC,12.52.030(A),(I) UNLAWFUL CAMPING-PUBLIC PROPERTY,N,,,,,,N,,,,,
5466,CS0136177,522,2016/11/25 23:03:59+00,00/25/2016 15:04:00,,339844,DRIVER,34,F,WHITE,W,2013,SCION,XD,PASS,,16TH STREET,Q STREET,,N,WARNING,I,(I) STOP LAMP REQUIRMENTS/SPECS,VC,24603(B),(I) STOP LAMP REQUIRMENTS/SPECS,N,,,,,,N,,,WARNING ONLY,,
5467,CS0124085,899,2016/04/28 09:03:00+00,00/28/2016 02:03:00,CLEAR,120294,DRIVER,31,M,WHITE,W,,,NOT IN LIST,PASS,,63RD STREET,ELDER CREEK RD,,Y,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
5468,CS0127794,211,2016/12/28 21:40:00+00,00/28/2016 13:40:00,,370496,DRIVER,44,F,WHITE,W,2007,MITSUBISHI,,PASS,,PRINCETON,ORLANDO,,N,WARNING,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,WARNING ONLY,,
5469,CS0168085,257,2016/08/22 21:21:59+00,00/22/2016 14:22:00,CLEAR,243701,DRIVER,68,M,WHITE,W,2002,CHRYSLER,PT CRUISER,PASS,,21ST ST,L ST,N,N,CITATION,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",N,,,,,,N,,,,,
5470,CS0015434,592,2016/04/17 07:01:00+00,00/17/2016 00:01:00,,108504,DRIVER,43,M,WHITE,W,2006,TOYOTA,PRIUS,PASS,,L ST,20TH ST,S,N,CITATION,I,(I) LLEFT TURN AT INTERSECTION FROM WRONG POSITION,VC,22100(B),(I) LLEFT TURN AT INTERSECTION FROM WRONG POSITION,N,,,,,,N,SITTING AT 20TH / L.  VEH WB L IN #2 TURNS LEFT.  STOP ID BY CDL SAYS LYFT AND HAD TO PICK UP FARE.  CITE SIGNED SOW. SAID WILL SEE IN COURT.,,,,4H
5471,CS0142964,886,2016/06/30 23:29:00+00,00/30/2016 16:29:00,,188823,DRIVER,20,F,MIXED RACE,U,2005,CHEVROLET,MALIBU,PASS,,ARDEN WAY,EXPOSITION BLVD,E,N,CITATION,I,"(I) REFLECTORS, EVERY VEHICLE MANUFACTURED AND FIRST R",VC,24607(B),"(I) REFLECTORS, EVERY VEHICLE MANUFACTURED AND FIRST R",N,35,,,,,N,,,,,4T
5472,CS0152017,298,2016/07/11 16:57:59+00,00/11/2016 09:58:00,CLEAR,201072,DRIVER,41,M,ASIAN OTHER,A,1998,LEXUS,ES 300,PASS,,10TH ST,I ST,N,N,CITATION,I,(I) RIGHT OF WAY AT CROSSWALK,VC,21950(A),"(I) RIGHT OF WAY AT CROSSWALK
MALE SB 1/2 WAY ACROSS INTERSECTION IN XWALK. DEF WAS N TO W. TURNED IN FRONT OF HIM.",N,10,,,,,N,BODYCAM CAPTURE,,,,4D
5473,CS0137202,3006,2016/08/29 19:56:00+00,00/29/2016 12:56:00,,250829,DRIVER,43,M,WHITE,W,1999,FORD,WINDSTAR,PASS,,ARDEN,DEL PASO BLVD,,N,CITATION,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",N,,,,,,N,,,,,
5474,CS0164821,530,2016/08/19 13:31:59+00,00/19/2016 06:32:00,,240382,DRIVER,33,M,HISPANIC,W,2005,YAMAHA,YZF,PASS,,SB 70,FEATHER RIVER BLVD,S,N,WARNING,I,(I) SIGNAL BEFORE TURN/CHANGE LANE,VC,22108,(I) SIGNAL BEFORE TURN/CHANGE LANE,N,,,,,,N,,,WARNING ONLY,,
5475,CS0009782,600,2016/01/28 18:23:00+00,00/28/2016 10:23:00,,26278,DRIVER,31,M,HISPANIC,W,2000,CHEVROLET,S-10,PASS,,BROADWAY,21ST ST,E,N,CITATION,I,(I) MAINTENANCE OF LAMPS/DEVICES,VC,24252(A),(I) MAINTENANCE OF LAMPS/DEVICES RIGHT BRAKE LAMP OUT,N,,,,,,N,ID BY VERBAL ONLY. NOT IN COMPUTER SYSTEM. PHOTO & PRINT TAKEN.,,,,
5476,CS0029067,257,2016/01/19 20:10:59+00,00/19/2016 12:11:00,CLOUDY,16976,DRIVER,19,F,ASIAN OTHER,A,2006,HONDA,ACCORD,PASS,,CREST DR,N BEND DR,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,4D
5477,CS0102074,660,2016/02/12 22:33:00+00,00/12/2016 14:33:00,CLEAR,41842,DRIVER,27,F,AFRICAN AMERICAN,B,2015,NISSAN,ALTIMA,PASS,,DEER HILL,DEER CREEK,E,N,CITATION,I,(I) LICENSE NOT IN POSSESSION,VC,12951(A),(I) LICENSE NOT IN POSSESSION,N,,,,,,N,I WAS STOPPED FINISHING A TICKET I WAS NB ON DEER CREEK AND WAS STOPPED THIS VEH WAS EB DEER HILL AND WAS PULLING AWAY FROM STOP SIGN SHE DROVE BY ME AT APPROX 10 MPH IF THAT ON HER CP R TO R SHE SAID SHE WAS PREGNANT AND FRIENDS WERE CALLING TO CK ON HER I ASKED IF SHE NEEDED A AMBULANCE SHE SAID NO SHE DIDN'T HAVE CDL IDD VIA MDC KIDS WERE ALL OVER THE PLACE AS SCHOOL JUST LET OUT,,,,4D
5478,CS0039230,931,2016/12/13 19:50:00+00,00/13/2016 11:50:00,CLOUDY,356349,DRIVER,30,F,AFRICAN AMERICAN,B,2001,BUICK,CENTURY,PASS,,STOCKTON BLVD,ALHAMBRA BLVD,W,N,CITATION,I,(I) SEND/READ/WRITE TEXT WHILE DRIVING,VC,23123.5(A),(I) SEND/READ/WRITE TEXT WHILE DRIVING,N,,,,,,N,,,,,4D
5479,CS0102100,660,2016/03/18 21:08:00+00,00/18/2016 14:08:00,CLEAR,77486,DRIVER,36,M,AFRICAN AMERICAN,B,2015,HYUNDAI,ACCENT,PASS,,MARTIN LUTHER KING BLVD,21ST AVE,N,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,4D
5480,CS0142684,886,2016/03/11 21:14:00+00,00/11/2016 13:14:00,RAIN,70312,DRIVER,19,M,WHITE,W,1999,TOYOTA,TACOMA,TRCK,,NORTHGATE BLVD,SAN JUAN RD,E,N,CITATION,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,N,15,,,,,N,,,,,PK
5481,CS0121534,871,2016/08/08 09:14:59+00,00/08/2016 02:15:00,,229064,DRIVER,51,M,WHITE,W,,,NOT IN LIST,PASS,14TH,AVENUE,STREET,E,N,CITATION,M,(M) POSS CONTROLLED SUBST,HS,11350(A),(M) POSS CONTROLLED SUBST,N,,,,,,N,,,,,
5482,CS0001370,530,2016/03/19 04:27:00+00,00/18/2016 21:27:00,,77948,DRIVER,24,M,AFRICAN AMERICAN,B,2001,KIA,OPTIMA,PASS,,HOWE AVE,UNIVERSITY AVE,N,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
5483,CS0029231,257,2016/02/18 18:20:00+00,00/18/2016 10:20:00,CLOUDY,47739,DRIVER,47,M,ASIAN OTHER,A,2011,HONDA,ACCORD,PASS,,CALVINE RD,JACINTO AVE,E,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,10,,,,,N,,,,,4D
5484,CS0099050,3041,2016/08/30 19:15:59+00,00/30/2016 12:16:00,CLEAR,251826,DRIVER,32,F,AFRICAN AMERICAN,B,1995,FORD,TAURUS,PASS,,MARYSVILLE BLVD,LOS ROBLES,N,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,35,35,,,,N,,,,,4D
5485,CS0152058,298,2016/08/15 21:35:00+00,00/15/2016 14:35:00,CLEAR,236811,DRIVER,32,F,AFRICAN AMERICAN,B,2015,CHEVROLET,CAMARO,PASS,,FOLSOM,HORNET,W,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),"(M) UNLICENSED OPERATOR
MISSISSIPPI DL EXP 9-1-2015",N,,,,,,N,,,,,2D
5486,CS0032215,3103,2016/10/10 19:05:00+00,00/10/2016 12:05:00,CLEAR,293779,DRIVER,26,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,ARDEN WAY,DEL PASO BLVD,,N,WARNING,I,(I) JAYWALKING BETWEEN CONTROLLED INTERSECTION,VC,21955,(I) JAYWALKING BETWEEN CONTROLLED INTERSECTION,N,,,,,,N,,,WARNING ONLY,,
5487,CS0142713,886,2016/03/29 20:00:00+00,00/29/2016 13:00:00,,88510,DRIVER,26,M,WHITE,W,2003,FORD,F150,TRCK,,24TH ST,FLORIN RD,N,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,15,,,,,N,K,,,,PK
5488,CS0051548,903,2016/09/03 13:28:59+00,00/03/2016 06:29:00,CLEAR,256011,DRIVER,56,M,WHITE,W,,,NOT IN LIST,PASS,,RICHARDS BLVD,I-5 HWY,,N,CITATION,I,(I) UNLAWFUL CAMPING-PUBLIC PROPERTY,SCC,12.52.030(A),(I) UNLAWFUL CAMPING-PUBLIC PROPERTY,N,,,,,,N,,,,,
5489,CS0039247,931,2016/12/14 23:36:59+00,00/14/2016 15:37:00,CLOUDY,357658,DRIVER,24,F,HISPANIC,W,2003,HONDA,ACCORD,PASS,,AZEVEDO DR,OSUNA WAY,N,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,4D
5490,CS0009346,298,2016/01/21 20:55:00+00,00/21/2016 12:55:00,CLEAR,19208,DRIVER,25,F,HISPANIC,W,2015,HONDA,CIVIC,PASS,,21ST ST,CASTRO,N,N,CITATION,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,"(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS
STOP PC 22350 & 23123.5 ADVISED",N,40,25,,,,N,,,,,2D
5491,CS0029249,257,2016/02/19 20:38:00+00,00/19/2016 12:38:00,CLEAR,48932,DRIVER,40,F,UNKNOWN,U,2002,HONDA,CR-V,TRCK,,WISSEMANN DR,EVERGLADE DR,W,N,WARNING,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,5,25,LIDAR,,,N,,,WARNING ONLY,,LL
5492,CS0072541,778,2016/06/14 20:39:59+00,00/14/2016 13:40:00,,171175,DRIVER,20,M,AFRICAN AMERICAN,B,1992,FORD,MUSTANG,PASS,1689,ARDEN WY,,E,N,CITATION,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),(I) DISPLAY OF LICENSE PLATES,N,,,,,,N,,,,,CV
5493,CS0009447,298,2016/04/21 18:56:00+00,00/21/2016 11:56:00,CLEAR,113154,DRIVER,26,F,ASIAN OTHER,A,1992,JEEP,CHEROKEE,PASS,,DUCKHORN,FAR NIENTE,S,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),"(I)FAILURE TO STOP AT STOP SIGN
THRU STOP AT APPROX 10MPH S TO W",N,10,,,,,N,BODYCAM CAPTURE,,,,4H
5494,CS0077047,915,2016/07/13 09:24:59+00,00/13/2016 02:25:00,CLEAR,202732,DRIVER,17,M,HISPANIC,W,1995,HONDA,CIVIC,PASS,,NORTHGATE BLVD,SAN JUAN RD,E,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),(M) UNLICENSED OPERATOR,N,,,,,,N,,,,,4D
5495,CS0005099,794,2016/10/13 00:43:59+00,00/12/2016 17:44:00,CLEAR,296220,DRIVER,45,F,WHITE,W,2009,HONDA,CIVIC,PASS,,J ST,23RD ST,E,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,4D
5496,CS0164989,530,2016/10/13 17:55:59+00,00/13/2016 10:56:00,,296957,DRIVER,18,M,WHITE,W,1999,BMW,3 SERIES,PASS,,TRUXEL RD,SAN JUAN RD,N,N,WARNING,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,WARNING ONLY,,
5497,CS0145588,454,2016/07/12 16:46:00+00,00/12/2016 09:46:00,CLEAR,201910,DRIVER,59,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,BANNON ST,BERCUT DR,,N,CITATION,I,(I) UNLAWFUL STORAGE OF PERSONAL PROP ON PUBLIC PROP,SCC,12.52.040(A),(I) UNLAWFUL STORAGE OF PERSONAL PROP ON PUBLIC PROP,N,,,,,,N,,,,,
5498,CS0089529,768,2016/04/26 06:51:00+00,00/25/2016 23:51:00,,118073,DRIVER,27,M,AFRICAN AMERICAN,B,2000,MERCEDES-BENZ,S-CLASS,PASS,,STOCKTON BLVD,FOWLER AVE,S,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,4D
5499,CS0107009,509,2016/03/12 12:37:59+00,00/12/2016 04:38:00,,70893,DRIVER,49,M,WHITE,W,,,NOT IN LIST,PASS,5140,14TH AVENUE,,,N,CITATION,M,(M) ENTER SUB-STND BLD,SCC,8.100.865(A),(M) ENTER SUB-STND BLD,N,,,,,,N,,,,,
5500,CS0008571,530,2016/11/01 15:42:00+00,00/01/2016 08:42:00,,316013,DRIVER,29,M,HISPANIC,W,2012,DODGE,CARAVAN,PASS,,FRANKLIN BLVD,EHRHARDT AVE,N,N,CITATION,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,N,,,,,,N,,,,,
5501,CS0168201,257,2016/11/01 22:02:00+00,00/01/2016 15:02:00,CLOUDY,316416,DRIVER,35,M,ASIAN OTHER,A,1998,HONDA,ACCORD,PASS,,BROADWAY,19TH ST,W,N,CITATION,I,(I) SEND/READ/WRITE TEXT WHILE DRIVING,VC,23123.5(A),(I) SEND/READ/WRITE TEXT WHILE DRIVING,N,,,,,,N,,,,,
5502,CS0001411,530,2016/03/29 15:37:59+00,00/29/2016 08:38:00,,88262,DRIVER,50,M,AFRICAN AMERICAN,B,1995,HONDA,ACCORD,PASS,,TAMOSHANTER WAY,WILLOWWICK WAY,S,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
5503,CS0001161,530,2016/01/14 17:36:59+00,00/14/2016 09:37:00,,12323,DRIVER,59,M,WHITE,W,2005,TOYOTA,TACOMA,PASS,,PARK RIVIERA WAY,RIVERSIDE BLVD,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
5504,CS0067567,553,2016/04/15 04:40:00+00,00/14/2016 21:40:00,CLEAR,106130,DRIVER,46,M,WHITE,W,,,NOT IN LIST,PASS,1204,J STREET,,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE,N,,,,,,N,HURRICANE 1 8TH FULL,,,,
5505,CS0109010,888,2016/01/21 06:49:00+00,00/20/2016 22:49:00,CLEAR,18665,DRIVER,53,M,HISPANIC,W,,,NOT IN LIST,PASS,7TH,STREET,STREET,N,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
5506,CS0002407,380,2016/06/29 03:43:59+00,00/28/2016 20:44:00,,186710,DRIVER,17,M,WHITE,W,1997,MERCEDES-BENZ,E-CLASS,PASS,,MOREY,LAVERTON,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),(M) UNLICENSED OPERATOR,N,,,,,,N,F,,,,4D
5507,CS0124126,388,2016/06/28 07:38:59+00,00/28/2016 00:39:00,CLEAR,185773,DRIVER,36,M,UNKNOWN,U,2003,CHEVROLET,MALIBU,PASS,,21ST AVENUE,58TH STREET,,N,CITATION,I,(I) DEFECTIVE WINDSHIELD/REAR WINDOW GLASS - CORRECT W/IN 48 HRS,VC,26710,(I) DEFECTIVE WINDSHIELD/REAR WINDOW GLASS - CORRECT W/IN 48 HRS,N,,,,,,N,,,,,4D
5508,CS0062579,522,2016/10/08 18:35:00+00,00/08/2016 11:35:00,,291857,DRIVER,28,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,730,I STREET,,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
5509,CS0104507,738,2016/01/06 22:33:00+00,00/06/2016 14:33:00,,4522,DRIVER,30,M,AFRICAN AMERICAN,B,1994,BUICK,LESABRE,PASS,69TH,AVENUE,AMHERST,N,N,CITATION,M,(M) OPERATE VEHICLE W/O IID,VC,23247(E),(M) OPERATE VEHICLE W/O IID,N,,,,,,N,,,,,4D
5510,CS0164998,530,2016/10/18 14:39:59+00,00/18/2016 07:40:00,,301739,DRIVER,33,M,AFRICAN AMERICAN,B,1998,NISSAN,ALTIMA,PASS,,EL CAMINO AVE,CLAY ST,W,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,55,35,LIDAR,HANDHELD,,N,,,,,
5511,CS0084024,455,2016/01/08 19:28:59+00,00/08/2016 11:29:00,CLEAR,6841,DRIVER,49,M,ASIAN OTHER,A,2001,FORD,F-150,TRCK,,POWER INN RD,FRUITRIDGE RD,S,N,WARNING,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,WARNING ONLY,,PK
5512,CS0048087,596,2016/05/21 23:39:00+00,00/21/2016 16:39:00,,145427,DRIVER,23,M,WHITE,W,1997,NISSAN,ALTIMA,PASS,,MACK RD,VALLEY HI DR,E,Y,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),(M) POSS DANGEROUS DRUG,N,,,,,,N,,,,,4D
5513,CS0064009,991,2016/08/22 22:49:00+00,00/22/2016 15:49:00,,243730,DRIVER,25,M,HISPANIC,W,,,NOT IN LIST,PASS,2394,EMPRESS ST,,,N,CITATION,M,(M) POSSESS/ETC BURGLARY TOOLS,PC,466,(M) POSSESS/ETC BURGLARY TOOLS,N,,,,,,N,,,,,
5514,CS0165250,257,2016/06/17 16:05:59+00,00/17/2016 09:06:00,CLEAR,174276,DRIVER,49,M,AFRICAN AMERICAN,B,2005,DODGE,RAM PICKUP 1500,PASS,,E ST,20TH ST,W,N,CITATION,I,(I) RAILROAD CROSSING FAILURE TO STOP FOR SIGNAL DEVI,VC,22451(A),,N,,,,,,N,,,,,
5515,CS0165342,257,2016/07/07 18:52:00+00,00/07/2016 11:52:00,,197099,DRIVER,46,M,WHITE,W,1997,INTERNATIONAL,NOT IN LIST,PASS,,29ST ST,L ST,W,N,CITATION,I, (I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,VC,21453(A),(I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,N,,,,,,N,,,,,
