CitationNumber,OfficerBadgeNo,CitationDate,CitationTime,OffenseDate,OffenseTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch,ObjectId
CS0327004,876,2022/05/21 00:00:00+00,2023/02/01 17:43:00+00,2022/05/21 00:00:00+00,2023/02/01 17:43:00+00,,141467,DRIVER,19,M,ASIAN OTHER,A,2007,ACURA,TSX,PASS,,3RD ST,J ST,N,N,Citation,I,(I) UNSAFE TURNING MOVEMENT,VC,22107,,N,,,,,,N,,,,,,5319
CS0338502,559,2022/05/21 00:00:00+00,2023/02/01 00:05:00+00,2022/05/21 00:00:00+00,2023/02/01 00:05:00+00,,140811,DRIVER,24,M,WHITE,W,,,,PASS,,CAPITOL AVENUE,15TH STREET,,N,,M,(M) DRUNK IN PUBLIC,PC,647(F),,N,,,,,,N,,,,,,5320
CS0390501,906,2022/05/21 00:00:00+00,2023/02/01 02:40:00+00,2022/05/21 00:00:00+00,2023/02/01 02:40:00+00,,140926,DRIVER,37,M,AFRICAN AMERICAN,B,2016,BMW,7 SERIES,PASS,,SOTANO DR,NORTHGATE BLVD,,N,CITATION,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,,,4D,5321
CS0390501,906,2022/05/21 00:00:00+00,2023/02/01 02:40:00+00,2022/05/21 00:00:00+00,2023/02/01 02:40:00+00,,140926,DRIVER,37,M,AFRICAN AMERICAN,B,2016,BMW,7 SERIES,PASS,,SOTANO DR,NORTHGATE BLVD,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,4D,5322
CS0390501,906,2022/05/21 00:00:00+00,2023/02/01 02:40:00+00,2022/05/21 00:00:00+00,2023/02/01 02:40:00+00,,140926,DRIVER,37,M,AFRICAN AMERICAN,B,2016,BMW,7 SERIES,PASS,,SOTANO DR,NORTHGATE BLVD,,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,4D,5323
CS0390501,906,2022/05/21 00:00:00+00,2023/02/01 02:40:00+00,2022/05/21 00:00:00+00,2023/02/01 02:40:00+00,,140926,DRIVER,37,M,AFRICAN AMERICAN,B,2016,BMW,7 SERIES,PASS,,SOTANO DR,NORTHGATE BLVD,,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,4D,5324
1363377,1040,2022/05/22 00:00:00+00,2023/02/01 22:41:00+00,2022/05/22 00:00:00+00,2023/02/01 22:41:00+00,CLEAR,142713,Driver,35,M,HISPANIC,W,2011,MERCEDES,GLK350,PASS,,ARDEN WAY,COLFAX ST,W,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,4D,5325
1363377,1040,2022/05/22 00:00:00+00,2023/02/01 22:41:00+00,2022/05/22 00:00:00+00,2023/02/01 22:41:00+00,CLEAR,142713,Driver,35,M,HISPANIC,W,2011,MERCEDES,GLK350,PASS,,ARDEN WAY,COLFAX ST,W,N,CITATION,M,(M) CARRY CONCEALED FIREARM IN VEHICLE-MIS,PC,25400(A)(1),,N,,,,,,N,,,,,4D,5326
CS0207026,238,2022/05/22 00:00:00+00,2023/02/01 19:44:00+00,2022/05/22 00:00:00+00,2023/02/01 19:44:00+00,,142565,DRIVER,39,F,HISPANIC,W,,,,PASS,910,I ST,,,N,Citation,M,(M) DRINKING IN PUBLIC,SCC,9.04.050(A),,N,,,,,,N,,,,,,5327
CS0207027,238,2022/05/22 00:00:00+00,2023/02/01 22:33:00+00,2022/05/22 00:00:00+00,2023/02/01 22:33:00+00,,142489,DRIVER,54,F,AFRICAN AMERICAN,B,2020,JEEP,,TRCK,,I ST BRIDGE,JIBBOOM ST,E,N,CITATION,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),,N,,,,,,N,,,Accident,,LL,5328
CS0270004,628,2022/05/22 00:00:00+00,2023/02/01 13:49:00+00,2022/05/22 00:00:00+00,2023/02/01 10:38:00+00,CLEAR,142142,DRIVER,48,M,FILIPINO,A,,,,PASS,5251,SCARBOROUGH WAY,,,N,CITATION,M,(M) BATTERY CIVILIAN,PC,242,,N,,,,,,N,,,,,,5329
CS0270005,628,2022/05/22 00:00:00+00,2023/02/01 14:08:00+00,2022/05/22 00:00:00+00,2023/02/01 10:38:00+00,CLEAR,142142,DRIVER,64,M,FILIPINO,A,,,,PASS,5251,SCARBOROUGH WAY,,,N,Citation,M,(M) BATTERY CIVILIAN,PC,242,,N,,,,,,N,,,,,,5330
CS0298001,623,2022/05/22 00:00:00+00,2023/02/01 22:54:00+00,2022/05/22 00:00:00+00,2023/02/01 22:54:00+00,,142530,DRIVER,28,M,WHITE,W,2017,GENESIS,G80,PASS,,BLUE SKY CT,SKY CREEK DR ,,N,Citation,M,(M) ILLEGAL SPEED CONTEST ON HWY,VC,23109(A),,N,30,30,VISUAL EST,HANDHELD,,N,,,,,4D,5331
CS0298002,623,2022/05/22 00:00:00+00,2023/02/01 23:31:00+00,2022/05/22 00:00:00+00,2023/02/01 23:31:00+00,,142746,DRIVER,30,M,HISPANIC,W,2016,DODGE,CHARGER,PASS,,FLORIN PERKINS RD,JACKSON RD,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,2D,5332
CS0298002,623,2022/05/22 00:00:00+00,2023/02/01 23:31:00+00,2022/05/22 00:00:00+00,2023/02/01 23:31:00+00,,142746,DRIVER,30,M,HISPANIC,W,2016,DODGE,CHARGER,PASS,,FLORIN PERKINS RD,JACKSON RD,,N,CITATION,M,(M) RECKLESS DRIVING,VC,23103(A),,N,,,,,,N,,,,,2D,5333
CS0334002,926,2022/05/22 00:00:00+00,2023/02/01 22:58:00+00,2022/05/22 00:00:00+00,2023/02/01 22:58:00+00,,142704,DRIVER,31,F,HISPANIC,W,2019,CHEVROLET,CAMARO,PASS,,BLUE SKY CT,SKY CREEK DR,,N,Citation,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),,N,10,0,VISUAL EST,HANDHELD,,N,,,,,2D,5334
CS0334002,926,2022/05/22 00:00:00+00,2023/02/01 22:58:00+00,2022/05/22 00:00:00+00,2023/02/01 22:58:00+00,,142704,DRIVER,31,F,HISPANIC,W,2019,CHEVROLET,CAMARO,PASS,,BLUE SKY CT,SKY CREEK DR,,N,Citation,M,(M) AID/ABET SPEED CONTEST/EXHIBITION OF SPEED,VC,23109(B),,N,10,0,VISUAL EST,HANDHELD,,N,,,,,2D,5335
CS0334002,926,2022/05/22 00:00:00+00,2023/02/01 22:58:00+00,2022/05/22 00:00:00+00,2023/02/01 22:58:00+00,,142704,DRIVER,31,F,HISPANIC,W,2019,CHEVROLET,CAMARO,PASS,,BLUE SKY CT,SKY CREEK DR,,N,Citation,I,(I) OBJECT OBSTRUCTING DRIVER'S VIEW,VC,26708(A)(2),,N,10,0,VISUAL EST,HANDHELD,,N,,,,,2D,5336
CS0334003,926,2022/05/22 00:00:00+00,2023/02/01 23:17:00+00,2022/05/22 00:00:00+00,2023/02/01 23:17:00+00,,142704,DRIVER,24,M,HISPANIC,W,2019,CHEVROLET,CAMARO,PASS,,BLUE SKY CT,SKY CREEK DR,,N,Citation,M,(M) ILLEGAL SPEED CONTEST ON HWY,VC,23109(A),,N,10,0,VISUAL EST,HANDHELD,,N,,,,,2D,5337
CS0344003,513,2022/05/22 00:00:00+00,2023/02/01 17:58:00+00,2022/05/22 00:00:00+00,2023/02/01 17:58:00+00,CLEAR,142471,DRIVER,28,M,WHITE,W,2006,VOLVO,S60,PASS,415,BELL AVE,,W,N,Citation,I,(I) READING/RECOGNITION OF LICENSE PLATE OBSTRUCTED/IMPAIRED,VC,5201(C),,N,40,,,,,N,,,,,4D,5338
CS0344003,513,2022/05/22 00:00:00+00,2023/02/01 17:58:00+00,2022/05/22 00:00:00+00,2023/02/01 17:58:00+00,CLEAR,142471,DRIVER,28,M,WHITE,W,2006,VOLVO,S60,PASS,415,BELL AVE,,W,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,40,,,,,N,,,,,4D,5339
CS0344003,513,2022/05/22 00:00:00+00,2023/02/01 17:58:00+00,2022/05/22 00:00:00+00,2023/02/01 17:58:00+00,CLEAR,142471,DRIVER,28,M,WHITE,W,2006,VOLVO,S60,PASS,415,BELL AVE,,W,N,Citation,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,40,,,,,N,,,,,4D,5340
CS0344502,481,2022/05/22 00:00:00+00,2023/02/01 16:37:00+00,2022/05/22 00:00:00+00,2023/02/01 16:37:00+00,CLEAR,142419,DRIVER,22,M,HISPANIC,W,2022,MINI,COOPER,PASS,,MARYSVILLE ,ARCADE,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,2D,5341
CS0349505,982,2022/05/22 00:00:00+00,2023/02/01 22:14:00+00,2022/05/22 00:00:00+00,2023/02/01 22:14:00+00,,142675,DRIVER,20,M,AFRICAN AMERICAN,B,2005,SATURN,ION,PASS,4420,MACK RD,,,N,Citation,M,"(M) POSS MARIJ &lt;28.5G OVR 18",HS,11357(B)(2),,N,,,,,,N,,,,,4D,5342
CS0368033,897,2022/05/22 00:00:00+00,2023/02/01 00:14:00+00,2022/05/22 00:00:00+00,2023/02/01 00:14:00+00,,141843,DRIVER,26,M,WHITE,W,1995,BMW,3 SERIES,PASS,,NORWOOD,JESSIE,,Y,Citation,M,(M) OPERATE VEHICLE W/O IID,VC,23247(E),,N,,,,,,N,,,,,CV,5343
CS0368033,897,2022/05/22 00:00:00+00,2023/02/01 00:14:00+00,2022/05/22 00:00:00+00,2023/02/01 00:14:00+00,,141843,DRIVER,26,M,WHITE,W,1995,BMW,3 SERIES,PASS,,NORWOOD,JESSIE,,Y,Citation,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),,N,,,,,,N,,,,,CV,5344
CS0368033,897,2022/05/22 00:00:00+00,2023/02/01 00:14:00+00,2022/05/22 00:00:00+00,2023/02/01 00:14:00+00,,141843,DRIVER,26,M,WHITE,W,1995,BMW,3 SERIES,PASS,,NORWOOD,JESSIE,,Y,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,CV,5345
CS0392501,295,2022/05/22 00:00:00+00,2023/02/01 22:31:00+00,2022/05/22 00:00:00+00,2023/02/01 22:31:00+00,CLEAR,142673,DRIVER,24,M,WHITE,W,2009,SCION,XB,PASS,20,ADVANTAGE CT,,,N,Citation,M,(M) DUI DRUGS,VC,23152(F),,N,,,,,,N,,,Incapacitated,,4D,5346
CS0392501,295,2022/05/22 00:00:00+00,2023/02/01 22:31:00+00,2022/05/22 00:00:00+00,2023/02/01 22:31:00+00,CLEAR,142673,DRIVER,24,M,WHITE,W,2009,SCION,XB,PASS,20,ADVANTAGE CT,,,N,Citation,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,Incapacitated,,4D,5347
CS0393002,602,2022/05/22 00:00:00+00,2023/02/01 19:59:00+00,2022/05/22 00:00:00+00,2023/02/01 19:59:00+00,,142567,DRIVER,30,M,AFRICAN AMERICAN,B,,,,PASS,1800,15TH ST,,,N,CITATION,M,(M) TRESPASS AFTER NOTICE GIVEN,SCC,9.16.140(B)(1),,N,,,,,,N,,,,,,5348
1340488,943,2022/05/23 00:00:00+00,2023/02/01 00:18:00+00,2022/05/23 00:00:00+00,2023/02/01 00:18:00+00,CLEAR,142778,Driver,22,M,HISPANIC,W,2009,FORD,MUSTANG,PASS,,ROSEVILLE RD,ORANGE GROVE,S,N,CITATION,M,(M) RECKLESS DRIVING,VC,23103(A),,N,,,,,,N,,,,,2D,5349
1340488,943,2022/05/23 00:00:00+00,2023/02/01 00:18:00+00,2022/05/23 00:00:00+00,2023/02/01 00:18:00+00,CLEAR,142778,Driver,22,M,HISPANIC,W,2009,FORD,MUSTANG,PASS,,ROSEVILLE RD,ORANGE GROVE,S,N,CITATION,M,(M) ILLEGAL SPEED CONTEST ON HWY,VC,23109(A),,N,,,,,,N,,,,,2D,5350
1340488,943,2022/05/23 00:00:00+00,2023/02/01 00:18:00+00,2022/05/23 00:00:00+00,2023/02/01 00:18:00+00,CLEAR,142778,Driver,22,M,HISPANIC,W,2009,FORD,MUSTANG,PASS,,ROSEVILLE RD,ORANGE GROVE,S,N,CITATION,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),,N,,,,,,N,,,,,2D,5351
CS0402002,900,2022/05/11 00:00:00+00,2023/02/01 23:40:00+00,2022/05/11 00:00:00+00,2023/02/01 23:40:00+00,,131688,DRIVER,36,F,AFRICAN AMERICAN,B,,,,PASS,2700,MEADOWVIEW RD,,,N,Citation,M,(M) BRANDISH DEADLY WEAPON OTHER THAN FIREARM,PC,417(A)(1),,N,,,,,,N,,,,,,5352
CS0205146,455,2022/05/23 00:00:00+00,2023/02/01 12:50:00+00,2022/05/23 00:00:00+00,2023/02/01 12:50:00+00,,143220,DRIVER,32,M,HISPANIC,W,,,,PASS,333,J ST,,,Y,CITATION,M,(M) TRESPASS AFTER NOTICE GIVEN,SCC,9.16.140(B)(1),,N,,,,,,N,,,,,,5353
CS0205146,455,2022/05/23 00:00:00+00,2023/02/01 12:50:00+00,2022/05/23 00:00:00+00,2023/02/01 12:50:00+00,,143220,DRIVER,32,M,HISPANIC,W,,,,PASS,333,J ST,,,Y,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,,5354
CS0205147,455,2022/05/23 00:00:00+00,2023/02/01 13:29:00+00,2022/05/23 00:00:00+00,2023/02/01 13:29:00+00,,143275,DRIVER,36,M,WHITE,W,,,,PASS,910,I STREET ,,,N,Citation,M,(M) DRINKING IN PUBLIC,SCC,9.04.050(A),,N,,,,,,N,,,,,,5355
CS0205148,455,2022/05/23 00:00:00+00,2023/02/01 13:58:00+00,2022/05/23 00:00:00+00,2023/02/01 13:58:00+00,,143283,DRIVER,27,M,AFRICAN AMERICAN,B,,,,PASS,,10TH ST,I ST,,Y,Citation,M,(M) POSS DANGEROUS DRUG,HS,11377(A),,N,,,,,,N,,,,,,5356
CS0251502,488,2022/05/23 00:00:00+00,2023/02/01 16:51:00+00,2022/05/23 00:00:00+00,2023/02/01 16:51:00+00,,143412,DRIVER,29,M,AFRICAN AMERICAN,B,,,,PASS,1038,MACARLEN WAY,,,N,Citation,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,,5357
CS0257007,787,2022/05/23 00:00:00+00,2023/02/01 12:25:00+00,2022/05/23 00:00:00+00,2023/02/01 12:25:00+00,CLEAR,143166,DRIVER,58,F,WHITE,W,,,,PASS,1209,L ST. ,,,N,Citation,M,(M) TRESPASS AFTER NOTICE GIVEN,SCC,9.16.140(B)(1),,N,,,,,,N,,,,,,5358
CS0279011,589,2022/05/23 00:00:00+00,2023/02/01 13:01:00+00,2022/05/23 00:00:00+00,2023/02/01 13:01:00+00,,143201,DRIVER,50,M,HISPANIC,W,,,,PASS,1301,FLORIN RD,,,N,CITATION,M,(M) TRESPASS AFTER NOTICE GIVEN,SCC,9.16.140(B)(1),,N,,,,,,N,,,Refusal,,,5359
CS0298003,623,2022/05/23 00:00:00+00,2023/02/01 00:24:00+00,2022/05/23 00:00:00+00,2023/02/01 00:24:00+00,,142784,DRIVER,20,M,WHITE,W,1999,CHEVROLET,CAMARO,PASS,,METRO AIR PARKWAY ,ELVERTA RD ,,N,Citation,M,(M) RECKLESS DRIVING,VC,23103(A),,N,,,,,,N,,,,,2D,5360
CS0346507,392,2022/05/09 00:00:00+00,2023/02/01 18:04:00+00,2022/05/09 00:00:00+00,2023/02/01 18:04:00+00,CLOUDY,129534,DRIVER,19,M,WHITE,W,2006,MAZDA,MX-3,PASS,,I 80 WB,,W,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,90,65,PACED,HANDHELD,,N,,,,,CV,5361
CS0215973,655,2022/05/11 00:00:00+00,2023/02/01 13:04:00+00,2022/05/11 00:00:00+00,2023/02/01 13:04:00+00,,131095,DRIVER,47,M,AFRICAN AMERICAN,B,1997,LEXUS,,PASS,5900,STOCKTON BLVD,,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,5362
1346289,991,2022/05/10 00:00:00+00,2023/02/01 17:30:00+00,2022/05/10 00:00:00+00,2023/02/01 17:30:00+00,CLEAR,130434,Driver,25,M,AFRICAN AMERICAN,B,2012,NISSAN,MAXIMA,PASS,,TRUXEL RD,NEW BROOK DR,N,N,CITATION,M,(M) CARRY CONCEALED FIREARM IN VEHICLE-MIS,PC,25400(A)(1),,N,,,,,,N,,,,,4D,5363
CS0215974,655,2022/05/11 00:00:00+00,2023/02/01 13:33:00+00,2022/05/11 00:00:00+00,2023/02/01 13:33:00+00,,131128,DRIVER,23,M,AFRICAN AMERICAN,B,2013,NISSAN,,PASS,4900,ROOSEVELT,,,N,Citation,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,,,,,,N,,,,,,5364
1346289,991,2022/05/10 00:00:00+00,2023/02/01 17:30:00+00,2022/05/10 00:00:00+00,2023/02/01 17:30:00+00,CLEAR,130434,Driver,25,M,AFRICAN AMERICAN,B,2012,NISSAN,MAXIMA,PASS,,TRUXEL RD,NEW BROOK DR,N,N,CITATION,M,(M) CARRY LOADED GUN IN PUB-MISD,PC,25850(A),,N,,,,,,N,,,,,4D,5365
CS0215974,655,2022/05/11 00:00:00+00,2023/02/01 13:33:00+00,2022/05/11 00:00:00+00,2023/02/01 13:33:00+00,,131128,DRIVER,23,M,AFRICAN AMERICAN,B,2013,NISSAN,,PASS,4900,ROOSEVELT,,,N,Citation,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,,,,5366
CS0215984,655,2022/05/18 00:00:00+00,2023/02/01 09:28:00+00,2022/05/18 00:00:00+00,2023/02/01 09:28:00+00,,137859,DRIVER,17,M,HISPANIC,W,2007,CHEVROLET,,PASS,,TAYLOR,JESSIE,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,5367
,983,2022/05/11 00:00:00+00,2023/02/01 17:36:00+00,2022/05/11 00:00:00+00,2023/02/01 17:36:00+00,,131351,DRIVER,49,M,AFRICAN AMERICAN,B,,,,PASS,,3291 TRUXEL RD,,,N,CITATION,M,(M) TRESPASS AFTER NOTICE GIVEN,SCC,9.16.140(B)(1),,N,,,,,,N,,,,,,5368
CS0205137,455,2022/05/10 00:00:00+00,2023/02/01 09:41:00+00,2022/05/10 00:00:00+00,2023/02/01 09:41:00+00,,129978,DRIVER,54,M,WHITE,W,,,,PASS,,15TH ST,JAZZ ALY,,N,Citation,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),,N,,,,,,N,,,,,,5369
CS0235467,946,2022/05/11 00:00:00+00,2023/02/01 13:21:00+00,2022/05/11 00:00:00+00,2023/02/01 13:21:00+00,CLEAR,131125,DRIVER,26,F,HISPANIC,W,2016,DODGE,CHARGER,PASS,,J ST,12TH ST,E,N,Citation,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),,N,,,,,,N,,,,,,5370
CS0267142,530,2022/05/13 00:00:00+00,2023/02/01 11:14:00+00,2022/05/13 00:00:00+00,2023/02/01 11:14:00+00,,133046,DRIVER,23,F,WHITE,W,2002,VOLKSWAGEN,NEW BEETLE,PASS,,16TH ST,W ST,W,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,5371
CS0215985,655,2022/05/18 00:00:00+00,2023/02/01 09:52:00+00,2022/05/18 00:00:00+00,2023/02/01 09:52:00+00,,137891,DRIVER,31,M,AFRICAN AMERICAN,B,2017,DODGE,NOT IN LIST,PASS,,NORWOOD,JESSIE,,N,Citation,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,,,,5372
1322597,423,2022/05/12 00:00:00+00,2023/02/01 04:14:00+00,2022/05/12 00:00:00+00,2023/02/01 04:14:00+00,,131805,Driver,20,M,HISPANIC,W,2008,LEXUS,GS350,,860,ARDEN WAY,,,N,CITATION,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,,,,5373
CS0205138,455,2022/05/10 00:00:00+00,2023/02/01 10:53:00+00,2022/05/10 00:00:00+00,2023/02/01 10:53:00+00,,130060,DRIVER,49,F,AFRICAN AMERICAN,B,,,,PASS,,CAPITOL MALL,TOWER BRG,,N,Citation,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),,N,,,,,,N,,,,,,5374
CS0235468,946,2022/05/11 00:00:00+00,2023/02/01 13:49:00+00,2022/05/11 00:00:00+00,2023/02/01 13:49:00+00,CLEAR,131144,DRIVER,18,F,HISPANIC,W,1998,HONDA,ACCORD,PASS,,I ST,23RD ST,E,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,5375
CS0269503,443,2022/05/13 00:00:00+00,2023/02/01 08:10:00+00,2022/05/13 00:00:00+00,2023/02/01 08:10:00+00,,132900,DRIVER,57,M,AFRICAN AMERICAN,B,,,,PASS,3000,L ST,,,N,Citation,M,(M) TRESPASS AFTER NOTICE GIVEN,SCC,9.16.140(B)(1),RELEASED PER 853.6 PC,N,,,,,,N,,,,,,5376
1322597,423,2022/05/12 00:00:00+00,2023/02/01 04:14:00+00,2022/05/12 00:00:00+00,2023/02/01 04:14:00+00,,131805,Driver,20,M,HISPANIC,W,2008,LEXUS,GS350,,860,ARDEN WAY,,,N,CITATION,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),,N,,,,,,N,,,,,,5377
CS0215986,655,2022/05/18 00:00:00+00,2023/02/01 11:00:00+00,2022/05/18 00:00:00+00,2023/02/01 11:00:00+00,,137932,DRIVER,41,M,WHITE,W,1999,HONDA,NOT IN LIST,PASS,,ARDEN,OXFORD,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,5378
1322597,423,2022/05/12 00:00:00+00,2023/02/01 04:14:00+00,2022/05/12 00:00:00+00,2023/02/01 04:14:00+00,,131805,Driver,20,M,HISPANIC,W,2008,LEXUS,GS350,,860,ARDEN WAY,,,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,5379
CS0245506,297,2022/05/18 00:00:00+00,2023/02/01 15:34:00+00,2022/05/18 00:00:00+00,2023/02/01 15:34:00+00,,137981,DRIVER,19,M,WHITE,W,,,,PASS,304,S STREET,,,N,Citation,M,(M) BATTERY CIVILIAN,PC,242,,N,,,,,,N,,,,,,5380
1342264,230,2022/05/12 00:00:00+00,2023/02/01 13:48:00+00,2022/05/12 00:00:00+00,2023/02/01 13:48:00+00,,132205,Driver,46,M,WHITE,W,2007,SUZUKI,XL7,,,DEL PASO BLVD,ARCADE BLVD,,N,CITATION,I, (I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,VC,21453(A),,N,,,,,,N,,,,,,5381
CS0245506,297,2022/05/18 00:00:00+00,2023/02/01 15:34:00+00,2022/05/18 00:00:00+00,2023/02/01 15:34:00+00,,137981,DRIVER,19,M,WHITE,W,,,,PASS,304,S STREET,,,N,Citation,M,(M) OBSTRUCTS/RESISTS PUBLIC OFFICER,PC,148(A)(1),,N,,,,,,N,,,,,,5382
1355556,488,2022/05/12 00:00:00+00,2023/02/01 19:35:00+00,2022/05/12 00:00:00+00,2023/02/01 19:35:00+00,,132551,Driver,35,M,HISPANIC,W,2004,HONDA,ACCORD,,3920,FRUITRIDGE RD,,E,N,CITATION,M,(M) WILLFUL FAILURE TO INSTALL IID W/IN REQUIRED 30 DAYS,VC,23573(I),,N,,,,,,N,,,,,,5383
CS0264510,224,2022/05/18 00:00:00+00,2023/02/01 08:03:00+00,2022/05/18 00:00:00+00,2023/02/01 08:03:00+00,,137732,DRIVER,33,M,AFRICAN AMERICAN,B,,,,PASS,,7701 W STOCKTON BLVD,,,N,Citation,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,,5384
1355556,488,2022/05/12 00:00:00+00,2023/02/01 19:35:00+00,2022/05/12 00:00:00+00,2023/02/01 19:35:00+00,,132551,Driver,35,M,HISPANIC,W,2004,HONDA,ACCORD,,3920,FRUITRIDGE RD,,E,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,5385
CS0264510,224,2022/05/18 00:00:00+00,2023/02/01 08:03:00+00,2022/05/18 00:00:00+00,2023/02/01 08:03:00+00,,137732,DRIVER,33,M,AFRICAN AMERICAN,B,,,,PASS,,7701 W STOCKTON BLVD,,,N,Citation,M,(M) POSS DANGEROUS DRUG,HS,11377(A),,N,,,,,,N,,,,,,5386
1355556,488,2022/05/12 00:00:00+00,2023/02/01 19:35:00+00,2022/05/12 00:00:00+00,2023/02/01 19:35:00+00,,132551,Driver,35,M,HISPANIC,W,2004,HONDA,ACCORD,,3920,FRUITRIDGE RD,,E,N,CITATION,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),,N,,,,,,N,,,,,,5387
CS0282092,931,2022/05/18 00:00:00+00,2023/02/01 08:07:00+00,2022/05/18 00:00:00+00,2023/02/01 08:07:00+00,,137758,DRIVER,46,M,ASIAN OTHER,A,2020,TOYOTA,,PASS,,E COMMERCE WAY,OTTUMWA DR,N,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,5388
CS0003064,561,2022/05/12 00:00:00+00,2023/02/01 23:01:00+00,2022/05/12 00:00:00+00,2023/02/01 23:01:00+00,CLEAR,132405,DRIVER,20,M,HISPANIC,W,2016,DODGE,DART,PASS,,FREEPORT BLVD,WELLER WAY,N,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,Y,,,Accident,,,5389
CS0282093,931,2022/05/18 00:00:00+00,2023/02/01 08:35:00+00,2022/05/18 00:00:00+00,2023/02/01 08:35:00+00,,137784,DRIVER,32,F,EAST INDIAN,W,2021,JEEP,,PASS,,E COMMERCE WAY,OTTUMWA DR,S,N,Citation,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,,,,5390
